OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2024-02-18,1,2,2024-02-18T08:15:00-00:00,2024-02-18T08:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,194.91,RTPD,2
2024-02-18,1,3,2024-02-18T08:30:00-00:00,2024-02-18T08:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,192.12,RTPD,2
2024-02-18,1,4,2024-02-18T08:45:00-00:00,2024-02-18T09:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,206.99,RTPD,2
2024-02-18,2,1,2024-02-18T09:00:00-00:00,2024-02-18T09:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,227.92,RTPD,2
2024-02-18,2,2,2024-02-18T09:15:00-00:00,2024-02-18T09:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,225.34,RTPD,2
2024-02-18,2,3,2024-02-18T09:30:00-00:00,2024-02-18T09:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,222.18,RTPD,2
2024-02-18,2,4,2024-02-18T09:45:00-00:00,2024-02-18T10:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,214.78,RTPD,2
2024-02-18,3,1,2024-02-18T10:00:00-00:00,2024-02-18T10:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,213.47,RTPD,2
2024-02-18,3,2,2024-02-18T10:15:00-00:00,2024-02-18T10:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,210.07,RTPD,2
2024-02-18,3,3,2024-02-18T10:30:00-00:00,2024-02-18T10:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,210.6,RTPD,2
2024-02-18,3,4,2024-02-18T10:45:00-00:00,2024-02-18T11:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,207.95,RTPD,2
2024-02-18,4,1,2024-02-18T11:00:00-00:00,2024-02-18T11:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,208.38,RTPD,2
2024-02-18,4,2,2024-02-18T11:15:00-00:00,2024-02-18T11:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,188.76,RTPD,2
2024-02-18,4,3,2024-02-18T11:30:00-00:00,2024-02-18T11:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,199.27,RTPD,2
2024-02-18,4,4,2024-02-18T11:45:00-00:00,2024-02-18T12:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,219.26,RTPD,2
2024-02-18,5,1,2024-02-18T12:00:00-00:00,2024-02-18T12:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,224.14,RTPD,2
2024-02-18,5,2,2024-02-18T12:15:00-00:00,2024-02-18T12:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,223.5,RTPD,2
2024-02-18,5,3,2024-02-18T12:30:00-00:00,2024-02-18T12:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,235.22,RTPD,2
2024-02-18,5,4,2024-02-18T12:45:00-00:00,2024-02-18T13:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,240.09,RTPD,2
2024-02-18,6,1,2024-02-18T13:00:00-00:00,2024-02-18T13:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,284.75,RTPD,2
2024-02-18,6,2,2024-02-18T13:15:00-00:00,2024-02-18T13:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,297.81,RTPD,2
2024-02-18,6,3,2024-02-18T13:30:00-00:00,2024-02-18T13:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,308.47,RTPD,2
2024-02-18,6,4,2024-02-18T13:45:00-00:00,2024-02-18T14:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,342.87,RTPD,2
2024-02-18,7,1,2024-02-18T14:00:00-00:00,2024-02-18T14:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,342.67,RTPD,2
2024-02-18,7,2,2024-02-18T14:15:00-00:00,2024-02-18T14:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,325.21,RTPD,2
2024-02-18,7,3,2024-02-18T14:30:00-00:00,2024-02-18T14:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,311.24,RTPD,2
2024-02-18,7,4,2024-02-18T14:45:00-00:00,2024-02-18T15:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,328.25,RTPD,2
2024-02-18,8,1,2024-02-18T15:00:00-00:00,2024-02-18T15:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,335.34,RTPD,2
2024-02-18,8,2,2024-02-18T15:15:00-00:00,2024-02-18T15:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,323.54,RTPD,2
2024-02-18,8,3,2024-02-18T15:30:00-00:00,2024-02-18T15:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,296.41,RTPD,2
2024-02-18,8,4,2024-02-18T15:45:00-00:00,2024-02-18T16:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,277.67,RTPD,2
2024-02-18,17,1,2024-02-19T00:00:00-00:00,2024-02-19T00:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,876.16,RTPD,2
2024-02-18,17,2,2024-02-19T00:15:00-00:00,2024-02-19T00:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,865.82,RTPD,2
2024-02-18,17,3,2024-02-19T00:30:00-00:00,2024-02-19T00:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,902.74,RTPD,2
2024-02-18,17,4,2024-02-19T00:45:00-00:00,2024-02-19T01:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,896.13,RTPD,2
2024-02-18,18,1,2024-02-19T01:00:00-00:00,2024-02-19T01:15:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,912.58,RTPD,2
2024-02-18,18,2,2024-02-19T01:15:00-00:00,2024-02-19T01:30:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,912.2,RTPD,2
2024-02-18,18,3,2024-02-19T01:30:00-00:00,2024-02-19T01:45:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,901.23,RTPD,2
2024-02-18,18,4,2024-02-19T01:45:00-00:00,2024-02-19T02:00:00-00:00,NP15,Wind,Renewable Forecast RTPD,RENEW_FCST_15MIN_MW,4,1,910.89,RTPD,2
